metric,label,unit,raw,opencv,neural,opencv_reduction_pct,neural_reduction_pct
reproj,Homography reprojection RMSE,px,23.944436496663247,2.7912077779722497,2.25890059029525,88.34297988862167,90.56607328967613
col_rmse,Orthogonal straightness RMSE,px,13.775676727294922,9.074109077453613,1.2281036376953125,34.12948592591239,91.08498506456698
smia_v,SMIA vertical distortion,%,-1.952064037322998,0.1930503249168396,0.35777729749679565,90.11045123388558,81.67184627880135
smia_h,SMIA horizontal distortion,%,0.2686772346496582,0.1995549499988556,0.20458784699440002,25.726885547610557,23.853672507396308
spacing_x_std,Horizontal spacing StdDev,px,6.43609619140625,1.882407546043396,1.7401049137115479,70.7523397714772,72.96334824773113
spacing_y_std,Vertical spacing StdDev,px,5.31806755065918,1.8058302402496338,1.3863147497177124,66.04348810827348,73.93198306505381
diam_std,Metal-ball Diameter StdDev,px,1.5121465921401978,1.3541595935821533,1.203752040863037,10.447862619882606,20.394487735522933
